TXT003,TXT012,TXT013,TXT014,TXT015,TXT016,TXT017,TXT018,TXT019,TXT020,TXT021,TXT022,TXT023,a1,a2,a3
30437,"Características de los Envases, Empaques y Embalajes","Reconoce las características de los envases, empaques y embalajes así como los materiales y productos con los cuales se utilizan.",3,"Tipos más utilizados de Envases, Empaques y Embalajes y normatividad vigente","Identifica los diversos envases, empaques y embalajes más apropiados para el almacenamiento, transporte y comercialización de los productos en óptimas condiciones de conservación y presentación.",4,Cuidado de la salud y el medio ambiente,"Analiza las Normas Técnicas Nacionales e Internacionales, Normas de Envases EAN Perú y los Octógonos para alimentación saludable.",3,"Tendencias del mercado hacia nuevos Envases, Empaques y Embalajes","Aprende el Cuidado del Medio ambiente, así como los cambios y necesidades de la sociedad actual , utilizando envases apropiados para estos cambios como: On the Go, de conveniencia, Packaging interactivo y Envases adaptados al E-Commerce.",4.0,,,
30438,La logística interna en la empresa,"Comprende la propuesta de valor de la logística, así como la estructura e integración de las operaciones internas en las empresas.",3,Aprovisionamiento y sistemas de planificación,Analiza la estructura y operatividad del proceso de aprovisionamiento y la importancia de la planificación de los recursos para cubrir los requerimientos de producción.,4,Proceso de manufactura e inventario de producto terminado,"Identifica los aspectos relevantes del proceso de manufactura en diversos tipos de industrias, los factores internos críticos en las operaciones de planta y su impacto en el manejo de los inventarios.",4,Almacenes y transporte interno,"Analiza las operaciones básicas que se realizan en los almacenes y los principales medios de transporte interno, utilizados para asegurar el despacho óptimo de los productos.",3.0,,,
30439,Marco conceptual de la gestión de inventarios,Comprende los conceptos generales y la importancia del proceso de la gestión de inventarios.,3,Determinación de los parámetros de inventarios,"Colabora y aporta en la definición de parámetros, niveles, funciones y políticas de inventarios, considerando su importancia contable, logística y financiera.",4,Métodos de control de inventario,"Aplica los métodos de control y preparación cuidadosa en la toma de inventarios, alineada a la política de la empresa.",3,Administración de inventarios,Colabora en la definición de indicadores y herramientas de gestión para la mejor administración de los inventarios alineados con la estrategia de la empresa.,4.0,,,
30440,Definiciones generales de la logística externa y su diferencia de la logística interna,Identifica las principales diferencias de la logística externa y la logística interna así como sus alcances generales.,3,Gestión y actividades de la logística externa,Analiza y comprende las actividades de la logística externa de acuerdo los tipos de empresa y niveles de distribución que requieran.,4,Gestión del transporte y distribución de última milla,"Analiza, identifica y mejora la gestión del transporte tomando en cuenta todas las variables de distribución.",4,Redes de distribución y planificación de demanda,"Identifica y analiza las redes de distribución existentes, así como planifica la demanda para diseñar las mismas.",3.0,,,
30441,Generalidades de la Logística de Transporte,Comprende la función e importancia de la gestión logística de transporte en la cadena de suministros.,3,Transporte Marítimo-Fluvial,Colabora en el planeamiento y ejecución eficiente y oportuna de la gestión del transporte marítimo y fluvial.,4,Transporte Terrestre,Colabora en el planeamiento y ejecución eficiente y oportuna de la gestión del transporte terrestre.,3,Transporte Aéreo,Colabora en el planeamiento y ejecución eficiente y oportuna de la gestión del transporte aéreo.,4.0,,,
30442,Diferencias de la logística tradicional y la logística en e-commerce,Identifica las principales diferencias de la logística tradicional y la logística de e- commerce y las exigencias de un cliente actual.,3,Gestión de almacenamiento para un e- commerce,Analiza y diseña modelos adecuados de gestión de compras y manejo de stocks y almacenaje para un e-commerce.,4,Gestión de la última milla y métodos de entrega para un e-commerce,"Analiza, identifica y mejora los procesos de la entrega de última milla (cliente final).Asimismo, gestiona los métodos de entrega existentes en el mercado",4,Logística inversa como cierre del ciclo con el cliente que compra a través de e-commerce,"Identifica la importancia de la logística inversa aplicada al e-commerce, como parte del servicio y como generador de valor y de altos costos.",3.0,,,
30443,"Definición, importancia y tipos de la logística inversa",Identifica la importancia de la logística inversa y reconoce los tipos de la misma,3,Procesos y retos de la logística inversa,"Identifica, analiza y evalúa los procesos de la logística inversa, así como los retos de la misma dentro de las organizaciones",4,Logística inversa como estrategia de negocio,"Diseña estrategias de logística inversa para el ahorro de costos, la mejora de la experiencia de cliente y el up selling para las compañías",4,Costos asociados a la logística inversa,"Proyecta los costos de logística inversa de acuerdo a la estrategia a utilizar, a los canales y a los tipos de la misma",3.0,,,
30444,Introducción a la historia de la moda,Identifica los inicios y la evolución de la vestimenta.,3,Cultura de la moda,Identifica las influencias en los principales movimientos culturales de las décadas.,4,Principio y evolución del marketing y publicidad en moda,Identifica la evolución de las herramientas publicitarias y de comunicación en moda.,4,Evolución de la moda aplicada a la cultura peruana,Descubre e identifica los valores nacionales para la creación de colecciones.,3.0,,,
30445,Introducción al diseño,Conoce los conceptos básicos del diseño y los primeros alcances.,3,Herramientas básicas para diseñar,Reconoce las herramientas y los procesos para brindar un valor agregado a las prendas.,4,Conceptos básicos del patronaje,"Desarrolla patrones básicos de prendas de vestir aplicables para una confección, según tipología de cuerpos.",3,Conceptos básicos del trazado y corte,Desarrolla los primeros trazados y la metodología del corte.,4.0,,,
30446,"Introducción a los textiles y clasificación de fibras naturales, artificiales y sintéticas","Conoce e Identifica las distintas fibras, su procedencias, características y propiedades. Explica las principales características de las Fibras más comerciales en el mundo.",4,"Fabricación de hilos, materia prima y clasificación de tejido plano y tejido de punto","Aprende los conceptos básicos sobre hilos, clases, sus usos. Reconoce los diferentes ligamentos.",3,"Clasificación de teñidos, estampados y bordados","Clasifica por su origen las muestras, elaborando mini book Conoce los diferentes procesos complementarios.",4,Acabados de telas y telas inteligentes,Identifica los acabados y conoce las nuevas telas y tendencias.,3.0,,,
30447,Fundamentos del Diseño,Conoce los lineamientos básicos y fundamentales para el diseño de colección.,3,Rubros de moda y tipos de colecciones,Identifica los rubros de moda y los tipos de colecciones.,4,Diseño y planificación de colección,Diseña y planifica el layout de una colección integrada por diferentes líneas.,3,Desarrollo de Colección,Reconoce los aspectos morfológicos y formales que intervienen en el desarrollo de una colección.,4.0,,,
30448,Gestión operativa de exportaciones en la industria de la moda,"Comprende la importancia de las exportaciones, la terminología aplicada y el uso adecuado de los documentos en el proceso operativo.",4,Gestión operativa de importaciones en la industria de la moda,"Comprende la importancia de las importaciones, la terminología aplicada y el uso adecuado de los documentos en el proceso operativo.",3,Distribución física internacional en la industria de la moda,"Reconoce a los actores principales de la distribución física internacional y sus responsabilidades, asumiendo habilidad negociadora.",4,Marketing internacional en la industria de la moda,"Elabora estrategias de marketing internacional, garantizando el éxito de los negocios internacionales.",3.0,,,
30450,Enfoque moderno de la gestión de compras,"Conoce los conceptos, procesos y herramientas en la gestión de compras para optimizar la toma de decisiones.",3,Category Management de compras y Global Sourcing,Gestiona las compras de acuerdo a la clasificación de artículos según los roles definidos por el negocio.,4,Negociación en el proceso de compras,Comprende la dinámica de la negociación para orientarla hacia los objetivos del negocio.,3,Herramientas en la gestión de compras,Descubre recursos que facilitan y hacen posible mejorar la gestión de compra.,4.0,,,
30451,Identidad de marca,Identifica las claves detrás de la identidad de una marca.,3,Imagen de marca,"Descubre las herramientas conceptuales, visuales y experimentales para una marca que destaque en la industria de la Moda.",4,Técnicas de posicionamiento,"Elabora un plan integral de posicionamiento de marca enfocado en las 4 P’s de Marketing: Producto, Precio, Punto de venta y Promoción.",4,Fashion Styling,"Conoce los fundamentos del Fashion Styling, para aplicarlo a la creación de campañas publicitarias exitosas.",3.0,,,
30453,Introducción al marketing digital aplicado a la moda,Analiza los elementos del marketing digital para la moda y su potencialidad para dicha industria.,3,Estrategia de comunicación digital y posicionamiento de marca aplicada a la moda,"Desarrolla estrategias de comunicación digital, responsabilidad, marketing de influencers y redes sociales que respondan a los objetivos del negocio de la moda.",4,Estrategias y herramientas de marketing digital para moda,Diferencia las estrategias y herramientas de marketing digital adecuadas para la industria de la moda.,4,Conversión online y analítica para marcas de moda,Utiliza las herramientas de la analítica y conversión digital para obtener resultados a partir de su estrategias de marketing para la moda.,3.0,,,
30454,La sostenibilidad en la industria de la moda,"Conoce el concepto de sostenibilidad, y su consecuencia en la industria de la moda.",3,Gestión de empresas de moda con propósito,Descubre las capacidades de liderazgo y los recursos empresariales necesarios para crear una empresa de moda sostenible.,4,Diseño de productos y colecciones de moda sostenible,Analiza las estrategias de diseño sostenible y las evalúa frente a la estrategia empresarial con el objetivo de contribuir a la propuesta de valor.,4,Marketing de moda sostenible,Conoce los principales conceptos de comunicación y las herramientas para desarrollar campañas efectivas de marketing de moda sostenible.,3.0,,,
30455,Diagnóstico situacional,"Identifica los pilares detrás de la creación de un proyecto empresarial de moda, mediante el uso de herramientas de análisis.",4,Construcción de marca,"Descubre los pasos claves para la construcción de una marca sólida, con una propuesta de valor única y con todos los procesos organizados formalmente.",3,Desarrollo de producto,Elabora procesos de desarrollo y gestión de productos de manera creativa y acorde a las exigencias del mercado.,4,Dirección de ventas,Desarrolla estrategias innovadoras para lograr el éxito en la venta de los productos y el reconcomiendo de la marca.,3.0,,,
30456,"El Internet, concepto, evolución y modos de uso","Reconoce la evolución que tiene el Internet y la tecnología que da paso al diseño digital, explorando sus estilos y herramientas.",3,El diseño digital y su transformación en función a las tendencias y tecnologías,"Explora el uso del diseño en el medio digital, las distintas tendencias y estilos que influyen al momento de la interacción en diversos formatos y dispositivos.",4,"El diseño en función al usuario, leyes y paradigmas de interacción","Investiga sobre la importancia del diseño orientado al usuario, las leyes que deben cumplirse y los distintos paradigmas que intervienen.",4,"La experiencia de usuario, factores y disciplinas","Analiza los conceptos y correctos usos de los productos enfocados a la experiencia de usuario, sus factores y disciplinas.",3.0,,,
30457,Estrategia UX,Identifica los elementos y pasos necesarios para la creación de una estrategia UX.,3,Usabilidad e interacción,"Reflexiona sobre la importancia de la usabilidad e interacción en los distintos productos digitales, desde el punto de vista del usuario.",4,Técnicas aplicadas para la creación de una estrategia UX,Conoce y aplica las diferentes técnicas para llevar a cabo un proceso de creación de producto digital.,4,Metodologías aplicadas en el desarrollo de un producto digital enfocado en UX,Aplica las metodologías necesarias para la creación de un producto digital enfocado en generar la usabilidad pensada en la experiencia de usuario.,3.0,,,
30458,Investigación y análisis,Investiga y analiza el contexto en que se desenvuelven las marcas digitales para obtener información pertinente y seleccionar herramientas adecuadas.,4,Estrategia de comunicación y aplicación,Establece estrategias comunicativas para marcas con el fin de tener un mejor manejo sobre su gestión y aplicación en el contexto digital.,3,Creación y aplicación de la identidad de marca,Crea y gestiona marcas coherentes y consistentes que posean un comportamiento alineado a su concepto de marca.,3,Normativa y lineamiento de marca,Norma el uso de los diferentes elementos del sistema de marca para potenciar su alcance colectivo e integral.,4.0,,,
30459,Diseño,Investiga y analiza el segmento de mercado definiendo las características del público objetivo. Planifica las palabras claves del sector y la estrategia de su contenido.,3,Desarrollo web,"Determina la plantilla a utilizar para su unidad de negocio, cumpliendo con las buenas prácticas de desarrollo de una página web.",4,Desarrollo mobile,Crea una aplicación mobile mediante el uso de una plantilla.,4,Pruebas y puesta en marcha,"Genera el posicionamiento de su aplicativo web y mobile, realizando su difusión.",3.0,,,
30460,Historia de los Géneros Fotográficos,"Conoce la evolución de las artes gráficas en la historia de la humanidad, identifica la gran influencia de la Pintura en la Fotografía, reconoce el desarrollo y consolidación de los cuatro géneros fotográficos.",3,El Bodegón y la fotografía creativa,"Aplica los principios teóricos y técnicos para fotografiar bodegones, según sea el fin del trabajo requerido. Identifica las diferencias entre los bodegones artísticos, comerciales y documentales.",4,El Paisaje Fotográfico,Aplica los principios teóricos y técnicos para fotografiar los diferentes tipos de paisajes. Reconoce la importancia del minimalismo en el Paisaje Fotográfico contemporáneo.,3,El Retrato y la Fotografía Documental,"Realiza fotografías de retrato siguiendo las pautas necesarias para el fin buscado. Distingue a la fotografía documental como un elemento clave del registro de la actividad humana, y en base a ese reconocimiento genera fotografías de gran valor informativo y estético.",4.0,,,
30461,Tratamiento y revelado digital de imágenes en Adobe Photoshop,Identifica y utiliza las diversas herramientas en Photoshop y maneja el revelado digital en Camera RAW.,3,"Retoques avanzados , montajes y configuraciones de salida en Photoshop",Perfecciona las técnicas de retoque y calado y comprende las distintas opciones de salida para una imagen.,4,Revelado digital en Adobe Lightroom,Gestiona correctamente el revelado digital de una imagen fotográfica en Lightroom.,4,Gestión integral de imágenes fotográficas,"Produce un proyecto fotográfico de alta calidad integrando Lightroom y Photoshop, generando así un flujo de trabajo completo.",3.0,,,
30462,Los modificadores de luz y su aplicación en el Food Styling,Identifica las características de los diferentes modificadores de la luz empleados en el food styling.,3,La composición de los diversos tipos de envases de productos alimenticios,Reconoce las técnicas de fotografía de vidrio por reflexión y vidrio por transparencia.,4,La puesta en escena y armado del set fotográfico en el Food Styling,Identifica las diversas formas de la construcción del set fotográfico y la distribución adecuada de las luces y sus modificadores.,4,Preparación de productos para el Food Styling y shooting,Elabora y replica productos gastronómicos para la adecuada realización del food styling.,3.0,,,
30463,La Fotografía de Sociales y la Cobertura de Eventos Comerciales,"Comprende los distintos tipos de eventos sociales, el equipo requerido y las particularidades de los eventos comerciales.",4,La Cobertura de Eventos Culturales,Identifica los aspectos necesarios para la cobertura de los distintos tipos de eventos culturales y la importancia de las características de cada evento cultural.,3,La Fotografía de Bodas,Comprende la importancia de la relación con el cliente en tanto estilo y necesidades específicas para una cobertura de gran magnitud.,4,Introducción a la Elaboración de Presupuestos y Gestión de Imágenes Fotográficas,Desarrolla un presupuesto adaptado a las exigencias de cada tipo de evento. Gestiona de manera correcta y eficiente las imágenes fotográficas obtenidas y elabora su propio portafolio digital fotográfico.,3.0,,,
30464,La dirección de arte,Reconoce los conceptos básicos de la dirección de arte y cómo se aplican a la fotografía.,4,La estética visual en fotografía,Maneja técnicas creativas de composición y colorización generando un código estético en la comunicación visual fotográfica.,3,El director de arte y su equipo de trabajo,Identifica los recursos humanos necesarios por proyecto y su incorporación en el desarrollo del concepto artístico.,4,El proyecto de dirección de arte,Desarrolla la dirección de arte para un proyecto fotográfico.,3.0,,,
30465,La Producción en la fotografía de moda,Analiza los requerimientos de una producción de moda desde la preproducción hasta la sustentación del proyecto final al cliente.,3,Iluminación y equipos fotográficos,Reconoce los mejores esquemas de iluminación para el uso en diferentes escenas fotográficas.,4,La postproducción para fotografía de moda,Maneja los programas de edición fotográfica para el proceso de post producción de moda.,3,El proyecto editorial para fotografía de moda,Desarrolla un proyecto editorial de moda incluyendo las etapas de producción y post producción.,4.0,,,
30466,Workflow y gestión de archivos,Analiza el funcionamiento de los programas y funciones en el flujo de trabajo.,3,Post producción de retratos editoriales y comerciales,Realiza retoques de calidad profesional con técnicas del sector editorial y comercial.,4,Composición e integración de elementos,Integra elementos a composiciones obteniendo resultados fotorrealistas.,4,Look y arte final,Crea propuestas de color para destacar el mensaje y prepara los archivos para impresión.,3.0,,,
30467,Esquemas de iluminación aplicados a fotografía,Comprende a fondo las características de toda fuente de luz natural o artificial y planifica tomas fotográficas través del uso de esquemas de iluminación con flashes de estudio.,4,Manejo de luz mixta,Aplica los conceptos relacionados al uso de la iluminación mixta para realizar fotografías con fuentes de luz continua.,3,Claves tonales en fotografía,"Identifica las distintas maneras de elaborar el tono general en las fotografías, a través del uso de las claves tonales.",4,Gestión de color aplicada a las tomas fotográficas,Desarrolla fotografías teniendo en cuenta el manejo de color a la hora de la toma.,3.0,,,
30468,Naturaleza del presupuesto,Comprende la importancia de manejar todos los puntos imprescindibles de un presupuesto.,4,Elaboración del presupuesto,"Identifica los aspectos a considerar para el armado del presupuesto (costos, equipo, experiencia, duración, entregables y opcionales).",3,Principales mercados fotográficos,Distingue los principales tipos de mercados que requieren evaluaciones presupuestales diferentes.,3,Cuestiones legales,"Desarrolla los documentos necesarios para garantizar el trabajo, los pagos y la sustentación.",4.0,,,
30469,Fundamentos de modelos de negocios,Identifica los conceptos generales acerca de cómo se crean y diseñan modelos de negocios independientes.,3,Herramientas para el desarrollo de modelos de negocios,Reconoce las principales herramientas y criterios para desarrollar un modelo de negocio con éxito.,4,Planeamiento estratégico de modelos de negocios fotográficos,"Aplica los elementos clave del planeamiento estratégico de un modelo de negocio, inspirando en el modelo LEAN CANVAS.",4,Recursos para la implementación de un negocio fotográfico,"Comprende y aplica los recursos necesarios para la implementación de un modelo de negocio, inspirando en el modelo LEAN CANVAS.",3.0,,,
30470,Introducción a la comunicación digital y redes sociales,Identifica los conceptos generales acerca de la comunicación de marcas en redes sociales.,3,Uso estratégico de redes sociales para fotógrafos,Identifica los usos estratégicos y los roles ideales para usar las redes sociales en favor de la construcción de marca y captación de clientes.,4,Plan de social media para fotógrafos,Aplica los elementos clave para elaborar un plan de comunicación en redes sociales para fotógrafos.,4,Gestión de plan social media para fotógrafos,Gestiona de manera básica y adecuada un plan de social media para fotógrafos.,3.0,,,
30471,Introducción a la marca personal,Identifica los conceptos generales acerca de la importancia de crear una marca personal en el mercado laboral actual.,4,Canales de comunicación digital para la marca personal de un fotógrafo,Reconoce el rol de las plataformas de comunicación para la promoción de la marca personal en el entorno actual.,3,Herramientas de portafolio digital para fotógrafos,Utiliza las principales herramientas digitales para construir un portafolio fotográfico en el entorno digital.,4,Comunicación de portafolio digital para fotógrafos,Diseña un plan de comunicación para promocionar el portafolio digital de un fotógrafo.,3.0,,,
30472,Cimientos para el Despegue Profesional,Desarrolla una base sólida para el éxito profesional al comprender y aplicar los fundamentos esenciales de empleabilidad en el inicio de la carrera profesional.,3,Estrategias Maestras en la Búsqueda Laboral,"Aplica estrategias maestras para destacar en la búsqueda laboral, maximizando oportunidades y generando impacto de alto valor.",4,Competencias Futuras y Tendencias Laborales,"Analiza y explora las competencias claves para el futuro laboral y analiza las tendencias del mercado, integrando la influencia de la tecnología y la inteligencia artificial.",3,"Negociación, Conexión Emocional y Desarrollo Profesional","Desarrolla habilidades de negociación, establece conexiones emocionales efectivas y potencia su crecimiento profesional destacando sus habilidades.",4.0,,,
30500,Introducción a la Arquitectura de Datos,"Define y explica los conceptos fundamentales de la arquitectura de datos, incluyendo la importancia de la gestión de datos para el éxito del negocio.",4,Componentes de una Arquitectura de Datos,"Identifica y describe los componentes clave de una arquitectura de datos, como bases de datos, almacenes de datos, pipelines de datos y herramientas de gestión",3,Diseño y Modelado de Datos,"Diseña modelos de datos eficaces y comprende los conceptos de normalización, denormalización y diseño de esquemas de bases de datos.",4,Gestión y Gobierno de Datos,"Comprende el papel del gobierno de datos en la arquitectura de datos, incluyendo la seguridad, la calidad de los datos, la privacidad y el cumplimiento normativo.",3.0,,,
30502,Introducción a la Ciberseguridad,Comprender los conceptos básicos de la ciberseguridad.,4,Amenazas Cibernéticas,Identificar ataques cibernéticos.,3,Protección de Datos y Privacidad,Aplicar medidas de seguridad para proteger datos y la privacidad.,4,Ética y Responsabilidad en Ciberseguridad,Comprender la ética y la responsabilidad en el uso de la ciberseguridad.,3.0,,,
30503,Introducción a la Ciencia de Datos,Comprender los conceptos fundamentales de la ciencia de datos.,4,Análisis de Datos con Python,Realizar análisis estadísticos utilizando Python y bibliotecas de datos.,3,Análisis de Datos con R,Realizar análisis estadísticos utilizando R y bibliotecas de datos.,4,Visualización de Datos,Crear visualizaciones efectivas de datos con Matplotlib/Seaborn.,3.0,,,
30504,Fundamentos de Computación en la Nube,"Explica las tendencias tecnológicas, la evolución y habilitación de las tecnologías. Identifica los desafíos y retos de la computación en la nube.",4,Modelos de servicio y tipos de Nube,Identifica los modelos de servicio de computación en la nube y los diferentes tipos de nube.,3,Tecnología de virtualización de recursos,"Explica los conceptos de virtualización, provisión y compartición de recursos.",4,"Seguridad, privacidad y cumplimiento",Explica los conceptos de seguridad de la información sobre la computación en la nube y los modelos normativos empresariale,3.0,,,
30505,"Contabilidad, importancia y características.",Analiza el ciclo contable y el registro de cuentas.,3,Proceso de la información contable,Analiza los principios de contabilidad generalmente aceptados.,4,Herramientas que permiten el proceso de la información contable,Analiza el Plan contable general empresarial y dinámicas contables.,3,Elaboración de Estados Financieros Básicos,Analiza y relaciona la información que brinda cada uno de los estados financieros básicos.,4.0,,,
30507,Remuneraciones y sobrecostos laborales.,Analiza la remuneración básica y los beneficios sociales que se generan.,4,Contratos de trabajo,Analiza los contratos de trabajo de naturaleza determinada e indeterminada.,3,Planilla Mensual - PLAME,Elabora la planilla mensual tomando en cuenta los aportes del empleador y los descuentos al trabajador,4,Elaboración de Reportes,Analiza y genera informes del costo de mano de obra y el asiento de planillas que la contabilidad recibe.,3.0,,,
30513,"Principios, facturación e infraestructura de la nube","Identifica los principios, ventajas, infraestructura global y facturación de los servicios en nube.",3,"Seguridad, redes y entrega de contenido en la nube","Reconoce los principales componentes de seguridad y redes en la nube como: IAM, VPC, Route 53 y CloudFront.",4,Servicios de misión crítica en la nube,"Utiliza los principales servicios de informática en la nube como: ECS, contenedores, almacenamiento y base de datos.",4,Buenas prácticas de arquitectura y monitoreo en la nube,Establece el diseño de buenas prácticas en la arquitectura de la nube y los servicios relacionados al monitoreo de los recursos.,3.0,,,
30514,Fundamentos de base de datos,"Define los conceptos básicos de las bases de datos, su ciclo de vida, función y componentes de un SGBD.",3,Modelamiento de datos,"Diseña el diagrama el modelo E-R de un proceso de negocio, relacionando sus características y atributos",4,Teoría de Diseño: Normalización,"Organiza datos no estructurados y los integra al modelo utilizando técnicas de normalización (1FN, 2FN, 3FN).",4,Modelo relacional,Desarrolla el modelo lógico resultante de la organización de datos no estructurados.,3.0,,,
30528,Plataformas de renta corta y su evolución,"Analiza y compara plataformas de renta corta y modelos de negocio alternativos, evaluando su evolución histórica e impacto en la industria de la hospitalidad.",4,Regulaciones y competencia en la industria,"Evalúa las regulaciones y competencia en diferentes ciudades entre plataformas de renta corta, hoteles tradicionales y alquileres a largo plazo, proponiendo estrategias de adaptación.",3,Gestión operativa y tecnológica en Airbnb,"Desarrolla capacidades operativas para la gestión eficiente de propiedades en plataformas como Airbnb, utilizando herramientas digitales para optimizar resultados.",4,Sostenibilidad y aspectos legales,"Desarrolla estrategias de sostenibilidad y prácticas legales en la gestión de propiedades de renta corta, garantizando un impacto positivo en el entorno y cumplimiento regulatorio.",3.0,,,
40001,Mundo VUCA y la Industria 4.0,"Elabora un diagnóstico del entorno, identificando tendencias y oportunidades de cara al modelo de negocio estudiado.",3,"Cultura de Innovación: Liderazgo, Procesos y Personas","Comprende y diseña las dimensiones de liderazgo, estructura y procesos, y personas que impulsen un cambio cultural significativo.",4,"Cultura de Innovación: Métricas, Reconocimiento y Tecnologías","Comprende y diseña las dimensiones de métricas, reconocimiento y tecnologías para sostener la cultura como ventaja competitiva.",4,Nuevas Formas de Organizarse y Trabajar de manera Colaborativa,Aplica herramientas y métodos de trabajo colaborativo utilizados en organizaciones innovadoras y startups.,3.0,,,
40002,Introducción a los conceptos de organización,"Identifica los principales conceptos de la organización y sus elementos constitutivos, los modelos de estructuras además del rol e importancia de cada elemento en el diseño de una organización.",4,Diseño de estructuras organizacionales,Utiliza las herramientas apropiadas para proponer el diseño organizacional.,3,Organigramas y procesos,"Utiliza una metodología para crear organigramas y procesos, documentarlos y administrarlos.",4,Gestión por procesos,"Diseña una estructura organizacional, investiga y analiza su funcionamiento desde la visión de una gestión funcional frente a una gestión por procesos.",3.0,,,
40003,Marco conceptual: principios del buen gobierno corporativo y el compliance,"Reconoce y distingue claramente el contexto, los conceptos, la evolución, los organismos internacionales relacionados, la institucionalidad peruana, la estructura, el control interno y el manejo de riesgos del Gobierno Corporativo.",4,Cultura ética e integridad corporativa como base del compliance,Sustenta y promueve la importancia de la cultura ética de valores como soporte esencial de la estructura y buenas prácticas sustentadas en el fortalecimiento de su integridad personal y las normas internacionales.,3,Buen gobierno: Ciudadanía y Sustentabilidad Corporativa,Formula y diseña planes de buen gobierno corporativo y analiza sus relaciones con la responsabilidad social corporativa.,3,"Reputación Corporativa: Riesgos, Impactos y buenas prácticas",Diseña planes de reputación para crear nuevo valor.,4.0,,,
40004,El Método Científico,,5,Planteamiento del problema de la investigación,,2,Desarrollo del marco teórico,,5,Planteamiento de hipótesis,,1.0,Sistematización de la investigación,,2.0
40005,Las empresas familiares y su importancia en el siglo XXI,"Analiza los principios e importancia estratégica de las empresas familiares, así como el contexto en el que se desarrollan, tanto en el Perú como a nivel mundial.",4,Fundamentos de la Gestión y buenas prácticas de las empresas familiares,Aplica los fundamentos de gestión de las empresas familiares y compara las mejores prácticas en el Perú y el mundo.,3,La sucesión en las empresas familiares,Reconoce la importancia de la sucesión para la continuidad y sostenibilidad de las empresas familiares.,3,El gobierno corporativo en las empresas familiares y las Family Office,"Identifica los principios de gobernabilidad y funcionamiento de las empresas familiares peruanas. Asimismo, reconoce la importancia de las Family office, sus etapas, funciones y objetivos.",4.0,,,
40006,Introducción a la Economía,Identifica la importancia de la economía para la gestión de los negocios.,4,La microeconomía y las decisiones empresariales,"Analiza los tipos de mercados de bienes, servicios y factores de producción, las variables microeconómicas que afectan a los productores y a los consumidores.",3,"La macroeconomía, los mercados y las finanzas empresariales",Aplica los conceptos básicos de los agregados económicos para tomar decisiones dentro del mercado.,4,La política económica y los negocios,Analiza las políticas económicas de los gobiernos y las alternativas de negocios que estas generan.,3.0,,,
40007,Auto-consciencia,Identifica sus principales fortalezas y áreas de mejora generando estrategias que le permitan tener mejores resultados consigo mismo y con los demás.,4,Auto-regulación,Regula y gestiona sus propias emociones generando estabilidad en su vida.,3,Motivación,Explora e identifica su propósito y principales motores llevándolo a la acción.,4,Empatía y Habilidades Sociales,Comprende y se relaciona con otros generando una conexión de empatía que le permite construir relaciones a largo plazo.,3.0,,,
40008,Metodología de la investigación,,8,Cierre del proceso de investigación,,4,Redacción académica y difusión,,3,,,,,,
40009,Ecosistema de Innovación,"Se involucra en el ecosistema de innovación reconociendo actores, desafíos y el rol de la innovación en la economía del país.",3,Innovación Estratégica,Diagnostica el status quo de innovación y propone objetivos y actividades estratégicas para lograr la visión de la organización.,4,Modelos de Innovación,Define e implementa modelos de innovación alineados a la estrategia de la organización.,3,Proceso de Innovación Integrado,Diseña un concepto de solución que valida y co- crea con el usuario al que se dirige para generar un encaje entre la oferta y el mercado.,4.0,,,
40010,Actitud emprendedora,Reconoce el rol del emprendedor teniendo como fuente de inspiración la confianza en sí mismo. Desarrolla la actitud emprendedora con gran deseo de poner en práctica sus propias ideas y no depender del control ajeno.,3,Idea y oportunidad de Negocio,"Identifica una oportunidad en el mercado para una idea innovadora de negocio, investigando el medio y analizando experiencias exitosas.",4,Investigación de mercado,Analiza los métodos y técnicas que permiten obtener información del macroentorno y microentorno en el que se desenvuelven los agentes económicos involucrados en el emprendimiento.,3,Plan de negocios y puesta en marcha,"Diseña un plan de negocios estableciendo los elementos claves: metas, objetivos, estrategias, inversionistas, proveedores, equipos y recursos humanos. Evalúa el progreso del negocio y ajusta el plan en función de resultados parciales.",4.0,,,
40011,Bases de la dirección estratégica,Identifica los conceptos fundamentales de la dirección estratégica en una organización.,4,Liderazgo y dirección estratégica,Reconoce el rol del líder y los diversos modelos de liderazgo que pueden utilizarse para alcanzar el éxito empresarial cumpliendo con los valores y normas éticas establecidas.,3,Dirección estratégica aplicada a las áreas funcionales de una organización,Utiliza las estrategias más apropiadas en cada una de las áreas funcionales de una organización.,4,Diseño y despliegue del modelo de dirección estratégica,Propone acciones de control y aplicación de estrategias de acuerdo al análisis de las principales metodologías utilizadas para el despliegue estratégico.,3.0,,,
40012,Componente Comunicacional,"Identifica los distintos estilos comunicacionales, tanto propios, como de la audiencia, lo cual le permite adecuar y alinear su presentación de manera más efectiva.",3,Componente Emocional,"Conoce el arte de narrar historias (storytelling) las cuales le permiten conectar con la audiencia, de tal modo que se vuelvan una ventana de atención a la hora de su presentación.",4,Componente Innovador,"Incorpora elementos innovadores en su presentación, de tal modo que le permitan cautivar a su audiencia y generar un alto impacto.",4,Componente Memorable,Explora y comprende su propia autenticidad para poder generar persuasión y conexión con la audiencia.,3.0,,,
